Date,Viewcount,Likes,Post Link,Description
"Apr 10, 2019",,4,https://twitter.com/DSSAmsterdam/status/1115996537035866118,Livestream with @Zaga_daga starting 17:30: Mic Drop #11 Robothings for social good. Join us from wherever you are 🙌🏼 https://t.co/6Yr5GFBOv3 #live #micdrop #Robots 
"Apr 10, 2019",75,2,https://twitter.com/DSSAmsterdam/status/1115988618286391302,Getting ready for the Mic Drop! Join us 🔜 https://t.co/zT6NpjxRGj #event #amsterdam #hva https://t.co/eLpeR0OJsp 
"Apr 10, 2019",,2,https://twitter.com/DSSAmsterdam/status/1115944144776642561,"Are you ready for dropping the mic? Be our guest, this afternoon at 17:00. https://t.co/0w9IMyrNGN https://t.co/6c5bUOFnob https://t.co/ucoSpGdn4e "
"Apr 09, 2019",,3,https://twitter.com/DSSAmsterdam/status/1115608655678726147,"Interested in5G? Keep a close eye on #Korea. It vows to create a world class 5G ecosystem for #VR, #AR, #drones, #robots, in… "
"Apr 09, 2019",,3,https://twitter.com/DSSAmsterdam/status/1115516563157848064,"@gilles_rougon @globalgoalsjam @worlddesignorg @LilleMet2020WDC @APCI_design @the_sds @DesignSpotUniv @Sensanne44 @Chantal_Maugin Thank you, Gilles. Looking forward to it! https://t.co/gTsa24M3pZ"
"Apr 09, 2019",,27,https://twitter.com/DSSAmsterdam/status/1115513500695007232,Very happy @DSSAmsterdam is partnering up with @worlddesignorg with our @globalgoalsjam for the #widd2019 join us and organis… 
"Apr 08, 2019",,3,https://twitter.com/DSSAmsterdam/status/1115203394585681921,Are you joining us this Wednesday April 10th? 🤖🤖🤖🤖🤖🤖🤖🤖🤖🤖 https://t.co/6c5bUOFnob https://t.co/dPuOiw2Jiy 
"Apr 04, 2019",,27,https://twitter.com/DSSAmsterdam/status/1113895254778949638,Workshop AI en machine learning https://t.co/fA7q6GokBQ @waag Tijdens hands-on oefeningen leer je om zelf een machine-… 
"Apr 03, 2019",,1,https://twitter.com/DSSAmsterdam/status/1113542523732021249,@mvanderhorst @HvA Gefeliciteerd en eet smakelijk! https://t.co/tkgJsYBiIi
"Apr 01, 2019",,4,https://twitter.com/DSSAmsterdam/status/1112733848599695360,"Exactly what we are working on at @DSSAmsterdam , but then actually useful! #googletulip #aprilfools #google #growkit ht… "
"Apr 01, 2019",,10,https://twitter.com/DSSAmsterdam/status/1112692001462538240,Tulpenfestival @Knowledgemile kleurrijke vergroening in de straat!#knowledgemilePark #Biz https://t.co/4WCsBfcxdb 
"Apr 01, 2019",,7,https://twitter.com/DSSAmsterdam/status/1112669438187319297,Just a couple of days left for @Adobe’s Creative Jam to get to #Amsterdam. Sign up for this inspiring two-part design exp… 
"Mar 27, 2019",,5,https://twitter.com/DSSAmsterdam/status/1110808357353467904,And on Friday evening I’ll moderate a seminal & quite packed session about the Life & Death of Innovation Labs - with @Gabriell… 
"Mar 26, 2019",224,1,https://twitter.com/DSSAmsterdam/status/1110545032694714369,Yes! 🙌🏼 Way to go @_annekevw. https://t.co/jziPmbgW13 
"Mar 26, 2019",,14,https://twitter.com/DSSAmsterdam/status/1110496283570114560,Had a great time yesterday @neuromagicTokyo talking about #SDGs and how to #design for #sustainability. Thanks for the sharp… 
"Mar 26, 2019",,4,https://twitter.com/DSSAmsterdam/status/1110485417185460224,As editor I work with others to define new ideas and concepts. With @geleyn @RuurdPriester and Artemus Nicholson I went 'In Sea… 
"Mar 22, 2019",,7,https://twitter.com/DSSAmsterdam/status/1109109925102407686,Book launch of first publication by @DSSAmsterdam 'in search of future - proof corporations' authored by @geleyn @RuurdPriest… 
"Mar 22, 2019",,9,https://twitter.com/DSSAmsterdam/status/1109006457159192576,In search of Future-Proof corporations. Today we’ll launch a book about How magnetism and entropy can help you design and lead a… 
"Mar 21, 2019",,6,https://twitter.com/DSSAmsterdam/status/1108660998603526144,https://t.co/Wu13Clknbx 
"Mar 21, 2019",,4,https://twitter.com/DSSAmsterdam/status/1108650615876583424,Proud to host the Learning Experience Design Conference @DSSAmsterdam @hva everything we learn comes from Experience! #lxdcon htt… 
"Mar 21, 2019",,8,https://twitter.com/DSSAmsterdam/status/1108644563512684544,Today @DSSAmsterdam can Games be used as tools? A 2 day digital camp by @fovlabs @hva #digitalsociety https://t.co/QVcE3kLoFk 
"Mar 19, 2019",,4,https://twitter.com/DSSAmsterdam/status/1108022563890966528,"We're at @DSSAmsterdam's Studio in #Amsterdam talking about Designing 2030 Across Cultures. ""What design for the #SDGs… "
"Mar 19, 2019",,7,https://twitter.com/DSSAmsterdam/status/1108022522140868608,It’s no longer about human centred design. It’s about planet conscious design. What is good for the earth? Humans are pa… 
"Mar 19, 2019",,1,https://twitter.com/DSSAmsterdam/status/1108022271421997056,"""Critical thinking, critical framing, and critical making"" - on the future of a designer (or do we need designers in the future?) #design2030 #dearfuture "
"Mar 19, 2019",,3,https://twitter.com/DSSAmsterdam/status/1108017696522694656,"""Awareness is great, but we need to act"" - directly from the Design Across Cultures podcast on how to #design for #SDGs 🙌🌎 "
"Mar 19, 2019",,2,https://twitter.com/DSSAmsterdam/status/1108014661092311041,"Exciting to be recording for our Design Across Cultures podcast - on collaboration for #SDGs, #design for #globalgoals, with many international guests and partners. Honoured to have such great minds and hearts in the same space! #design2030now #dearfuture https://t.co/Me9LrceeWF "
"Mar 19, 2019",,,https://twitter.com/DSSAmsterdam/status/1108004668540633088,We're invited to @DSSAmsterdam's Design Across Cultures Expert Seminar #DxC - sneak peak at the discussion from yesterd… 
"Mar 19, 2019",,9,https://twitter.com/DSSAmsterdam/status/1107992384665722880,We were a part of the co-creation session of the Design Across Cultures learning program by @DSSAmsterdam yesterday. Th… 
"Mar 18, 2019",,2,https://twitter.com/DSSAmsterdam/status/1107603766868627456,Have fun @srukrish! 👏🏻 https://t.co/EMRr6M2hNF 
"Mar 16, 2019",,3,https://twitter.com/DSSAmsterdam/status/1106877748423856129,What if we could tell computers what to do like we're talking to a colleague? What if we could all program using a voice… 
"Mar 13, 2019",,3,https://twitter.com/DSSAmsterdam/status/1105869099907850249,Great MICDROP at #digitalsocietyschool by Sobhi Khatib about diversity and inclusion in tech! #fdmci #hva https://t.co/0Nv… 
"Mar 12, 2019",,3,https://twitter.com/DSSAmsterdam/status/1105481199110234113,This is what we mean when we describe #digitaleconomy as a global phenomenon. Check out this great story (not really… 
"Mar 12, 2019",,2,https://twitter.com/DSSAmsterdam/status/1105479897273847809,How do we create a workspace that is diverse and inclusive? Why is diversity important? And how diverse is the tech sector? @SobhiKhatib will tell you all about it. Join us tomorrow for free (RSVP): https://t.co/esRX1r4a0M @hva #diversity #event #amsterdam #micdrop https://t.co/Jbu6iMmFHe 
"Mar 12, 2019",,6,https://twitter.com/DSSAmsterdam/status/1105364576894402560,Which Public Values can we serve when sharing data in future cities? #sxsw2019 https://t.co/AAx860oKWo 
"Mar 11, 2019",,5,https://twitter.com/DSSAmsterdam/status/1105175509019885569,The man was on fire! @stephenanderson about how the core of being a designer is our mindset and what skills we need to design… 
"Mar 11, 2019",,8,https://twitter.com/DSSAmsterdam/status/1105104389377806337,Join us and learn about how to learn about learning 🤓 #inception https://t.co/SIMMwJnWCu 
"Mar 11, 2019",292,13,https://twitter.com/DSSAmsterdam/status/1105083769365635072,How can design(ers) help to achieve the #sdgs and what is the role of the tech (community)? @christianbason of @designcentret…  
"Mar 11, 2019",,18,https://twitter.com/DSSAmsterdam/status/1105083546023141377,Very interesting conversation with @johnmaeda for our #dearfuture podcast about how the #DesigninTechReport relates back to t… 
"Mar 08, 2019",,2,https://twitter.com/DSSAmsterdam/status/1103969788336984064,@globalscribes nice! looking forward to see you on Wednesday then! https://t.co/mUabn0OUuG
"Mar 08, 2019",,4,https://twitter.com/DSSAmsterdam/status/1103951391708585984,"Read up on #diversity, #inclusion and #innovation - in preparation for our #micdrop on Wednesday by @SobhiKhatib 5pm sharp - bring all your friends! 👶 👧🏻👨🏼👵🏽👩🏾🐈 👽👾🤖https://t.co/ohjQdS5ly5 https://t.co/2aEHtLR1I7 "
"Mar 07, 2019",,3,https://twitter.com/DSSAmsterdam/status/1103675169078304769,"We are very happy to have @SobhiKhatib and Dimitrios Vlachopoulos on board as our #SystemsforSharing Track team! Want to work with them coaching a team of learners, doing applied research and shaping your own Postmaster learning path? Apply before March 20 https://t.co/l4XaEncbhC https://t.co/O7obsA9z3T "
"Mar 07, 2019",,6,https://twitter.com/DSSAmsterdam/status/1103667368000135168,*Micdrop alert!* Next week Wed we have a special guest: Our new Track owner of #SystemsforSharing @SobhiKhatib will share his thoughts on #diversity. Join us to give him a warm welcome! https://t.co/wrtyXhQskP 
"Mar 07, 2019",,5,https://twitter.com/DSSAmsterdam/status/1103600917696401410, Curious about how games can be used as tools? @bharathmp and I are conducting a masterclass based on @fovlabs work in the Net… 
"Mar 07, 2019",,1,https://twitter.com/DSSAmsterdam/status/1103600853439729664,"Are you working on a innovative product, service, idea or masterplan to design mindblowing experiences and want to apply this to the context of the @cruijffarena, while getting some co-funding while you are at it? Then this is for you! 👇 https://t.co/ynT0LcQnmP "
"Mar 07, 2019",,2,https://twitter.com/DSSAmsterdam/status/1103598161803661314,"What are the limits of #ArtificialIntelligence? Our Senior Track Associate @emma_beauxis sheds her light: ""Acknowledging the extent of AI’s limitations is a key condition to apply AI in cases for which it provides the intelligent responses."" https://t.co/pL9I53wiMl "
"Mar 06, 2019",,6,https://twitter.com/DSSAmsterdam/status/1103308754924331008,"We will be at @sxsw, joining a panel on Monday about #Data Sharing in the City of the #Future - together with @jeroenvanerp @davegeensen @JJorritsma040 @WillemKoeman @nanningdejong - come say hi 👋if you are there! (and we are also recording our 2nd #podcast there! #DearFuture) https://t.co/mM3h0Dg6Mo "
"Mar 06, 2019",106,7,https://twitter.com/DSSAmsterdam/status/1103226712035418112,Our March Newsletter is OUT! Check out what is cooking - because it's a lot. Did you see the aftermovie of our #showcase already? What's up with our new Track #SystemsforSharing? And did you know we made a #podcast? All this and more: https://t.co/5A9uHYvw2Z https://t.co/i2qscbpZBm 
"Mar 05, 2019",,4,https://twitter.com/DSSAmsterdam/status/1102948128913686530,"We all seek to learn from experiences that have a lasting, positive impact on ourselves and the world around us. But how do you design such an impactful learning experience? Join the discussion and come learn at the @lxdcon https://t.co/8WXqinATa9 https://t.co/hcQTVbNLgj "
"Mar 05, 2019",,6,https://twitter.com/DSSAmsterdam/status/1102892942577057792,"#DearFuture, we are ready - are you? Listen to what happened during the @TheDesignSummit where our Head of Progammes and Impact @demadera discussed #SDGs, design and its future for our 1st #podcast! 🎧🕺 https://t.co/iyORvuiHVG "
"Mar 05, 2019",,6,https://twitter.com/DSSAmsterdam/status/1102870869339103232,"""You might have experienced a day at the office that makes you feel disconnected from your team."" @MickJongeling on how his team created their own #ritual to close their day. #checkout #teamwork https://t.co/Yv9nqkl0kp "
"Mar 04, 2019",,5,https://twitter.com/DSSAmsterdam/status/1102584483297939458,"Our Design Across Cultures programme uses the force of cultural differences and similarities as a design strategy. Want to know how that works? Join our #digitalcamp on #games, multi-cultural spaces, #wickedproblems and the theme of immigration by @fovlabs https://t.co/tafLYxXl5M "
"Mar 04, 2019",,,https://twitter.com/DSSAmsterdam/status/1102508993325424640,How do we create #ownership within our teams? Learning Experience Designer @@zlatytsvetkova shares her insights https://t.co/SYy2QW1D1h 
"Mar 04, 2019",,7,https://twitter.com/DSSAmsterdam/status/1102500480066957312,"We are pleased to have Anneke van Woerden, #SDG Expert and Impact producer at @DSSAmsterdam. She will explain how loca… "
"Mar 02, 2019",,27,https://twitter.com/DSSAmsterdam/status/1101731417199988736,"Amsterdam: a digital city for and by everyone. Download the digital agenda and Co-create this city with us. Free, inclusive and creative https://t.co/9t9iVeBEzv https://t.co/xAHT00PpTu "
"Mar 02, 2019",,1,https://twitter.com/DSSAmsterdam/status/1101726961007841281,Design method toolkit Great list of tools for design research by MediaLAB Amsterdam (now Digital Society School @DSSAmst… 
"Feb 27, 2019",,11,https://twitter.com/DSSAmsterdam/status/1100770026628382720,"""When speaking of transformation, especially a transformation that is data-led, it is important to ask the question 'For whom?'. For whom is the transformation intended?"" - @AbdoRepublic on how to create inclusive data-driven transformations. https://t.co/NuwwbzMe2E "
"Feb 27, 2019",,3,https://twitter.com/DSSAmsterdam/status/1100693522263375877,"""Privacy is a commons"" @TechCrunch via @DenseDiscovery: https://t.co/c5F5h9lDmQ Interested in researching the commons, platform society, sharing systems and more? Apply to our Post-Master traineeship: https://t.co/4FPoHAISQR "
"Feb 26, 2019",,2,https://twitter.com/DSSAmsterdam/status/1100410155110289409,"""Who wants to live forever?"" From Freddie Mercury, to #transhumanism, to #abravenewworld, to Homo Longaevitas (or Homo Computatrum)? Wait WHAT does this all mean? Senior Track Associate @_Gijs can explain: https://t.co/kEza2k1Onb "
"Feb 26, 2019",,5,https://twitter.com/DSSAmsterdam/status/1100321915368017920,"""[...] simply recording facts and collecting responses are not sufficient to gain meaningful insights about what actually is going on in the local area"" - our own Dan Xu on smart spaces, community engagement, (digital) graffiti and more https://t.co/iCkyTChE4h "
"Feb 26, 2019",,11,https://twitter.com/DSSAmsterdam/status/1100270391979847680,Citizen Panel @waag & @OBAmsterdam - early steps towards a Fair Amsterdam Data Commons - https://t.co/cNGa0eW6G3 https://t.co/j… 
"Feb 25, 2019",,6,https://twitter.com/DSSAmsterdam/status/1099987019630104576,Are you an #ethical #designer? check out this initiative by our colleagues at #CMD @hva - do the quiz and sign The Designer's Oath! https://t.co/gUQtlU92D0 https://t.co/Xk9H6B0bbQ 
"Feb 21, 2019",,3,https://twitter.com/DSSAmsterdam/status/1098625039182823429,« We need to educate people for a sustainable mindset. » @demadera cc @TheDesignSummit ! #SommetduDesignParis #sdp201… 
"Feb 20, 2019",,9,https://twitter.com/DSSAmsterdam/status/1098140733142429696,"*vacancy alert!* we are looking for 3 post-masters to become part of our new track Systems for Sharing on #commons, #democracy, #distributed systems and more. Apply before March 10! https://t.co/4FPoHB0ufr "
"Feb 19, 2019",,10,https://twitter.com/DSSAmsterdam/status/1097888264135028737,"Do you like games? Do you also like to tackle wicked problems? Then we have the perfect match for you! Join us 21-22 March: #digitalcamp on Games as Tools, in collaboration with https://t.co/gWHfbMFA7H. Sign up 👉https://t.co/tafLYxFKee "
"Feb 19, 2019",,1,https://twitter.com/DSSAmsterdam/status/1097773096050835458,MUST READ: Will our furniture touch us back one day? This Frame Lab speaker (and our very own @_gijs of @dssamsterdam) thinks… 
"Feb 19, 2019",,1,https://twitter.com/DSSAmsterdam/status/1097772981638647808,"Are you in #Paris tomorrow for @TheDesignSummit ? Join @demadera in a workshop on #design for #SDGs - and get a sneak preview of our @globalgoals toolkit 🗃🌏 https://t.co/Pk6VhSwU6C Feb 19, 2019"
"Feb 19, 2019",,5,https://twitter.com/DSSAmsterdam/status/1097770088923623424,"Our new semester has started! We kicked-off with our #Maker Sprint and now our learners dove into their first #sprint. Keep an eye👀 on Instagram (@digitalsocietyschool) for behind the scenes updates, or follow us on @medium for results of each sprint📝! https://t.co/0QS9l4EW7U https://t.co/izNDypWvNe "
"Feb 03, 2019",,4,https://twitter.com/DSSAmsterdam/status/1091962600605257728,Celebrate Action & Impact! @HvA https://t.co/9hIjR8ja7Z 
"Jan 24, 2019",,9,https://twitter.com/DSSAmsterdam/status/1088342448663945216,Mooi stappenplan bij één van de projecten tijdens de showcase @DSSAmsterdam @HvA 1. Falling in love with the problem 2. Getti… 
"Jan 24, 2019",,19,https://twitter.com/DSSAmsterdam/status/1088342296381280256,"Very proud of our very first official @DSSAmsterdam showcase! Thanks everybody who contributed or attended! Design, tech & so… "
"Jan 23, 2019",,1,https://twitter.com/DSSAmsterdam/status/1088092655471509504,Countdown has begun @DSSAmsterdam #makersgonnamake #dearfutureimready #digitalartsociety #technology #digitallyconnected… 
"Jan 23, 2019",,13,https://twitter.com/DSSAmsterdam/status/1088057082195206144,Vanmiddag drie mooie pitches over leven lang ontwikkelen in @HvA olv @radbouddam Mooie initiatieven ism partners in de stad… 
"Jan 18, 2019",,8,https://twitter.com/DSSAmsterdam/status/1086247481745248256,"Our monthly newsletter is out! With an invitation to our #digitalsociety showcase, a link to our annual monitor and some other exciting upcoming events. We hope to see you next Wednesday and celebrate the end of the semester! https://t.co/DimlvhKB26 https://t.co/5uzWgrzH1o "
"Jan 13, 2019",,10,https://twitter.com/DSSAmsterdam/status/1084347072801882112,Join us for a conference about the Future of Learning in our Cities. Explore Brave New Learning to celebrate 100 years @obamste… 
"Jan 12, 2019",,6,https://twitter.com/DSSAmsterdam/status/1083994343483027456,In one month the Amsterdam Public Library / Openbare Bibliotheek Amsterdam will celebrate its 100th anniversary. Perfec… 
"Jan 11, 2019",,1,https://twitter.com/DSSAmsterdam/status/1083693164672794624,#digitalcamp Co-create the Future of Living together with @dekeywonen kicked-off yesterday! Find more info on our Digital Camps here https://t.co/q98USPLHuQ https://t.co/n0nosuwHt8 
"Jan 10, 2019",,4,https://twitter.com/DSSAmsterdam/status/1083483623532257281,What is the state of the #digitalsociety? Find out at our showcase and get inspired on #experiencedesign #urbanfarming #patientexperience #smartcampus #data #prototypes with projects for @VodafoneZiggo @ExodusNederland @HvA @cruijffarena and more! RSVP: https://t.co/GejHx8QBWr 
"Jan 09, 2019",,,https://twitter.com/DSSAmsterdam/status/1083049108233957377,"""Suddenly, this technology like Alexa or Google Home is becoming part of the family, and in a way it's raising your kids..."" "
"Jan 09, 2019",,3,https://twitter.com/DSSAmsterdam/status/1083048789026488325,"""Are we ready for the technology and are we literate enough? What is @space10_journal doing regarding this?"" #Micdrop9 "
"Jan 09, 2019",,1,https://twitter.com/DSSAmsterdam/status/1083048396070498304,"""Actually: there is also an interesting thing going on with being aware of technology and its implications among very young people"" @DaanKip #Beingantitechnologyisthenewemo "
"Jan 09, 2019",,3,https://twitter.com/DSSAmsterdam/status/1083047969342058496,"""You showed a lot of different products. Which type of products do you actually allow in your house?"" @MickJongeling digs in the personal stuff #Micdrop9 #IoT "
"Jan 09, 2019",,1,https://twitter.com/DSSAmsterdam/status/1083046968597901314,"#AugmentedReality : will this be something for the elite and it's superexpensive, or will we get ads for it all the time? @JorikElferink #Micdrop9"
"Jan 09, 2019",,1,https://twitter.com/DSSAmsterdam/status/1083045964095635458,"""And in the end, #AugmentedReality will become Reality."" Bas van de Poel @space10_journal on the seamless integration of technology and what happens when everything and everybody becomes connected. "
"Jan 09, 2019",,,https://twitter.com/DSSAmsterdam/status/1083045599920951301,"- ""As we progress, technology will disappear more and more"" "
"Jan 09, 2019",,1,https://twitter.com/DSSAmsterdam/status/1083045431184105473,"""With the current technology and phones, attentions is almost currency. How do you see this developing with the #AugmentedReality you talked about?"" #Micdrop9 "
"Jan 09, 2019",,2,https://twitter.com/DSSAmsterdam/status/1083034416891465729,"(""for freeeee"" o YES!) The teams have been working superhard on their #prototypes SO RSVP here for our #digitalsociety showcase JAN 23: https://t.co/GejHx8QBWr https://t.co/2dREEV6O03 "
"Jan 09, 2019",,2,https://twitter.com/DSSAmsterdam/status/1083028913851375617,Are you ready for the 1st #Micdrop of the year? We are! And about to kick-off with some drinks at 5pm and then some wisdom by Bas @space10_journal https://t.co/6ctaQA4cYT 
"Jan 09, 2019",,1,https://twitter.com/DSSAmsterdam/status/1082965961131638784,Our Future Farmers are working towards the final version of their Smart Grow Kit. Are you a future farmer yourself and need some help with getting those fingers green? Come check out their project at the #digitalsociety showcase. Read up on their plans: https://t.co/hrqxed7k9c 
"Jan 09, 2019",,3,https://twitter.com/DSSAmsterdam/status/1082931987206324224,"Don't forget to fill in our monitor! It'll get you access to some nice goodies we give away as a reward! bit,ly/monitor18 🙌📝 https://t.co/VegrhJfFI9 "
"Jan 08, 2019",,3,https://twitter.com/DSSAmsterdam/status/1082559763718770688,"tomorrow #Micdrop9 with @space10_journal Creative Director Bas van de Poel. And this time you really have to be there in person, as we are not livestreaming. Want to know all Bas' secrets? RSVP here https://t.co/qtesOXQa2n And there will be New Year's drinks as well! 5pm sharp. https://t.co/kjdwzj2ELe "
"Jan 07, 2019",,,https://twitter.com/DSSAmsterdam/status/1082296802139824129,Will cities and communities will be safer if we implement intelligent monitoring systems? Share what you think in our annual monitor: https://t.co/nhFT6lwwm3 #SDG11 SDG16 https://t.co/8vXCk8JDbw 
"Jan 03, 2019",,2,https://twitter.com/DSSAmsterdam/status/1080784592859148289,"If robots become autonomous, should they then also gain rights and responsibilities? Tell us what you think. https://t.co/nhFT6lwwm3 (and check out the #shittyrobots by @simonegiertz) https://t.co/bzEFrC1RcJ "
"Dec 31, 2018",,4,https://twitter.com/DSSAmsterdam/status/1079695914070097920,Will smart ecosystems help prevent and reduce the effects of #climatechange? Answer these and more questions in our annual monitor: https://t.co/nhFT6lO7KD #SDG13 https://t.co/FylGLWX5Jx 
"Dec 28, 2018",,2,https://twitter.com/DSSAmsterdam/status/1078667135499481088,"""Some organisations will no longer need a physical space to conduct their activities."" What do you think about #remotework? Tell us in our annual monitor! https://t.co/nhFT6lwwm3 https://t.co/WuDw1b4qNn "
"Dec 24, 2018",,3,https://twitter.com/DSSAmsterdam/status/1077216174985961472,We have new projects & partners for our #TransformationDesign Programme. We're opening 5 extra positions for our programme feb-july 2019 https://t.co/aRfWxxfCOg… #Internship #stage #afstuderen #digitalsociety @HvA 
"Dec 24, 2018",,2,https://twitter.com/DSSAmsterdam/status/1077156934871117824,Immersive technologies will help bridge the differences between social groups. - or not? Share your thoughts and contribute to our annual monitor: https://t.co/nhFT6lO7KD #VirtualReality #AugmentedReality https://t.co/Xz9489Ao6i 
"Dec 23, 2018",,4,https://twitter.com/DSSAmsterdam/status/1076775016660955136,Just before the Christmas break we announce our vacancy for an assistant professor studying digital innovation. Please spr… 
"Dec 22, 2018",,1,https://twitter.com/DSSAmsterdam/status/1076410823067750400,"Content Marketeer (Digital Society School, Amsterdam, Netherlands) https://t.co/oBf5AeeNc0 "
"Dec 21, 2018",,4,https://twitter.com/DSSAmsterdam/status/1076058301056643072,"""Do you speak human?"" https://t.co/T5ocVCZbtz Throwback to the playful research @space10_journal did on democratising #AI - and a preparation for our #Micdrop by their Creative Director Bas van de Poel on Jan 9 > https://t.co/eDkKtyZ6v8 https://t.co/bgzeOfYddE "
"Dec 20, 2018",,6,https://twitter.com/DSSAmsterdam/status/1075758753838977024,Which of these technologies do you think will have the most positive #impact on society in the near #future? Please help us in shaping the #digitalsociety society of the future by contributing to our annual monitor 🙏 https://t.co/nhFT6lO7KD https://t.co/feIbGsRX9V 
"Dec 20, 2018",,12,https://twitter.com/DSSAmsterdam/status/1075685725289541633,"Hey, #Amsterdam: our very own #creativedirector Bas van de Poel will be speaking about #augmentedintelligence at the A… "
"Dec 19, 2018",,3,https://twitter.com/DSSAmsterdam/status/1075410367034155008,what @space10_journal says! Jan 9 #Micdrop 9 - and there will also be New Year's drinks! https://t.co/Fxg8BOnnQq 
"Dec 18, 2018",,1,https://twitter.com/DSSAmsterdam/status/1074992443538464769,#newsletter #December Happy Holidays everybody! Check out what 2019 has in store for you and sign-up if you want to be kept updated! https://t.co/Pa50WpMuIr 
"Dec 17, 2018",,,https://twitter.com/DSSAmsterdam/status/1074683364798590976,"@nbhansen @HvA @GreenOfficeHvA @HvAUrbanTech @HvanA_nl @Knowledgemile great! we would love to have you in the Camp, looking forward. Don't forget to sign-up via the website and share it with your colleagues! 🙌🏙🏡🌱🤖"
"Dec 17, 2018",,8,https://twitter.com/DSSAmsterdam/status/1074670221045194753,I recently came across the Design Method Toolkit by the Digital Society School in Amsterdam. Great work by @demadera and… 
"Dec 17, 2018",,2,https://twitter.com/DSSAmsterdam/status/1074665016169848834,"@Hva @GreenOfficeHvA @HvAUrbanTech @HvanA_nl calling all students, educators, professionals and entrepreneurs on the @Knowledgemile to join!"
"Dec 17, 2018",,5,https://twitter.com/DSSAmsterdam/status/1074664472063680512,"First inspirational speakers confirmed! @ZefHemel and @JacinthaLucia will share their visions on the Future of Living, for our #DigitalCamp on the same topic. Want to co-create the vision for living on @Knowledgemile? https://t.co/xGbonF8Czr #Amsterdam #startup #innovation "
"Dec 17, 2018",,5,https://twitter.com/DSSAmsterdam/status/1074617126105870336,"On the 23rd of January, @DSSAmsterdam will open its doors and showcase the projects we have been developing in the past… "
"Dec 15, 2018",,2,https://twitter.com/DSSAmsterdam/status/1073857839179972608,Immersive experience. Live sounds from exotic locations https://t.co/2c2Ffg3YlH 
"Dec 13, 2018",20.9K,4,https://twitter.com/DSSAmsterdam/status/1073294527950151681,Beautiful trend report on tech & design https://t.co/hRU0H2GKZu 
"Dec 13, 2018",,6,https://twitter.com/DSSAmsterdam/status/1073203390774239239,Some plans for 2019! Join our #DigitalCamp on the Future of Living - and co-create a vision on living and working at the @Knowledgemile for @dekeywonen. Jan 10-24-25-Feb-7 https://t.co/XcqdTxcGBk 
"Dec 11, 2018",,10,https://twitter.com/DSSAmsterdam/status/1072603754153824256,All aboard!!! We are recruiting for two top notch 'transformation leaders' for our new Track 'systems for sharing'. Are you… 
"Dec 10, 2018",,6,https://twitter.com/DSSAmsterdam/status/1072104097166344192,"What will happen when almost everyone and everything on the planet is digitally connected? - Bas van de Poel, Creative Strategist @space10_journal will share his thoughts at our #Micdrop in the New Year! Come join us January 9, 5pm at Studio @HvA https://t.co/qtesOXQa2n https://t.co/3Cv9Lv3BnJ "
"Dec 07, 2018",,6,https://twitter.com/DSSAmsterdam/status/1071098519686127621,Join us for New Year's drinks and inspiration in 2019! #micdrop n.9 with Bas van de Poel of @space10_journal - What will happ… 
"Dec 01, 2018",,7,https://twitter.com/DSSAmsterdam/status/1068818415635320832,"We're launching a new track: SYSTEMS FOR SHARING and we're hiring a trainer/researcher with PhH and we are hiring a experienced networker, project manager, Track Owner #vacancy #phd #hiring #digitalsociety @_DigitalSociety @HvA @UvA_Amsterdam @VUamsterdam https://t.co/e83xEZgyiL "
"Nov 29, 2018",,5,https://twitter.com/DSSAmsterdam/status/1068069118933434368,Receive more info on our transformation design programme that starts feb 2019. The programme is sponsored by organizations that support #SDG and want to have impact on the #digitaltransformation of society. Register before december 10th #digitalsociety https://t.co/UZr8kus3Vh 
"Nov 28, 2018",185,7,https://twitter.com/DSSAmsterdam/status/1067802850275876864,"Marco van Hout @demadera from @DSSAmsterdam at @digitalhub_de in #Bonn on care, share and dare process in economy #video @… "
"Nov 28, 2018",,6,https://twitter.com/DSSAmsterdam/status/1067718984106160128,Join Our 20 week Transformation Design Programme that starts in feb. 2019 Sign up before december 10th #digitalsociety #datadriventransformation #digital2physical #transformationdesign @hva https://t.co/qSpEvEH7CJ https://t.co/rZw7veZrDt 
"Nov 28, 2018",,4,https://twitter.com/DSSAmsterdam/status/1067716657777438720,Our vacancy for #contentmarketeer will close this friday. Do you want to be part of an international design & tech team and make our work known to the word to have impact on the #sdg apply today #vacancy #vacature #amsterdam #DigitalSociety #job https://t.co/4V43U6ER8j 
"Nov 27, 2018",,5,https://twitter.com/DSSAmsterdam/status/1067388580195196928,All Dutch Universities connect today at the Digital Society Conference in Amersfoort #digitalsociety https://t.co/q1ppzDOg4D 
"Nov 26, 2018",,,https://twitter.com/DSSAmsterdam/status/1067113959348670464,Should we really personalize all information or should we rather enable users to customize the information by themselves?' G… 
"Nov 26, 2018",,2,https://twitter.com/DSSAmsterdam/status/1066983194002624512,Present @ https://t.co/KO9iHK1HSm! The Digital Design Ethics conference in @EYE_film ! 💭 https://t.co/7WVGBdj0hE 
"Nov 25, 2018",,4,https://twitter.com/DSSAmsterdam/status/1066559824001974272,"If you happen to be in Bonn or around on Nov. 28th, please join me and fellow @worlddesignorg members at the DIgital Hub for… "
"Nov 24, 2018",,1,https://twitter.com/DSSAmsterdam/status/1066319975319781376,Meeloopstage UX Designer bij Digital society school (Amsterdam) https://t.co/SPC3QDAo0k 
